ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
68178,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Friend or family member;School (i.e., University, College, etc)",,,23,11,Data scientist or machine learning specialist;Academic researcher;Scientist,"5,000 to 9,999 employees",I have some influence,Start a free trial;Ask developers I know/work with,Germany,EUR European Euro,90000.0,Yearly,Assembly;Bash/Shell;C;C++;Delphi;Fortran;Lua;Python,Assembly;Bash/Shell;C;C++;Fortran;Groovy;Lua;Python,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,AWS,,Drupal,,GTK;Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,GTK;Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,Docker,Docker,Emacs;Notepad++;Vim,Emacs;Vim;Visual Studio,Linux-based;macOS;Windows,Linux-based,Git,Command-line,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,95979.0
68248,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,Primary/elementary school,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Other (please specify):",Technical documentation;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Coding sessions (live or recorded),,4,3,"Data scientist or machine learning specialist;Developer, back-end;Project manager;Blockchain","1,000 to 4,999 employees",I have some influence,Other (please specify):,Taiwan,TWD	New Taiwan dollar,150000.0,Monthly,Python;Rust;TypeScript,Go;Rust;TypeScript,Microsoft SQL Server;Oracle;SQLite,Microsoft SQL Server;SQLite,AWS;Google Cloud,AWS;Google Cloud,React.js,React.js,Keras;NumPy;Pandas;TensorFlow,Electron,Docker;npm,Docker;npm,IntelliJ;PyCharm,CLion;IntelliJ,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows,Git,Code editor,,,Jira Work Management,Jira Work Management,Zoom,,Favorable,Stack Overflow,Daily or almost daily,No,,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,Asian,None of the above,I have an anxiety disorder,Yes,Independent contributor,3.0,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat short,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,60840.0
68250,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,9,1,Data scientist or machine learning specialist,"10,000 or more employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,120000.0,Yearly,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Java;PowerShell;Python;R;SQL,Microsoft SQL Server;PostgreSQL,Elasticsearch;MongoDB;PostgreSQL,VMware,AWS;Google Cloud;Microsoft Azure;VMware,FastAPI;Flask;Node.js;React.js,FastAPI;Ruby on Rails;Svelte,NumPy;Pandas;Scikit-learn;Spring,Apache Kafka;Apache Spark;Flutter;Hadoop;NumPy;Pandas;Scikit-learn;Spring;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker;Kubernetes;npm,Docker;Kubernetes,IPython/Jupyter;Vim;Visual Studio Code,IPython/Jupyter;PyCharm;Vim;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,Independent contributor,1.0,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,30-60 minutes a day,Somewhat long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,120000.0
68273,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;Other (please specify):,,,11,5,"Data scientist or machine learning specialist;Engineer, data",100 to 499 employees,I have some influence,Other (please specify):;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Germany,EUR European Euro,60000.0,Yearly,Bash/Shell;Java;Python,Bash/Shell;Haskell;Python;Rust,,,,,Django,Django;FastAPI;Svelte;Vue.js,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Electron;Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Docker,,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams,Google Chat;Slack,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,,5.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Very long,None of these,No,Yes,Yes,Too long,Easy,63986.0
68283,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Bootstrapping a business;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague;Other (please specify):","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Auditory material (e.g., podcasts)",,14,6,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Developer, embedded applications or devices;Scientist",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,United States of America,USD	United States dollar,117555.0,Yearly,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;PowerShell;Python;SQL,C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL,DynamoDB;MongoDB;MySQL;Oracle;SQLite,DynamoDB;MongoDB;MySQL,AWS;DigitalOcean;Heroku,AWS;Heroku,jQuery;Node.js;Vue.js,jQuery;Node.js,.NET;Apache Spark;GTK;Hadoop;Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,Apache Spark;Hadoop;Keras;NumPy;Pandas;Qt;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Kubernetes;npm;Unity 3D;Unreal Engine,Docker;Kubernetes;npm,Android Studio;Eclipse;Emacs;IPython/Jupyter;Nano;NetBeans;Notepad++;PyCharm;Qt Creator;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,Atom;Emacs;NetBeans;Notepad++;Qt Creator;Vim,Linux-based;Windows,Linux-based;Windows,Git;SVN,Code editor;Command-line,,,Confluence;monday.com;Trello,Confluence;monday.com,Microsoft Teams;Slack;Zoom,Microsoft Teams;Zoom,Very favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",45-54 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Yes,Independent contributor,6.0,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,10+ times a week,3-5 times a week,Never,Over 120 minutes a day,30-60 minutes a day,Very short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,No,No,Appropriate in length,Easy,117555.0
68363,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed;Employed, part-time",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification",,Coursera;Udemy,20,12,Data scientist or machine learning specialist;Data or business analyst,10 to 19 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Canada,CAD	Canadian dollar,4500.0,Monthly,Bash/Shell;Elixir;HTML/CSS;JavaScript;Python;SQL,Bash/Shell;Elixir,Elasticsearch;PostgreSQL,,AWS,,Phoenix,Phoenix,,,Docker,Docker,IPython/Jupyter;Sublime Text;Visual Studio Code,Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,Notion,,Slack,,Favorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,,No,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,42168.0
68370,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum",Coursera,10,Less than 1 year,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,90000.0,Yearly,Python,Python;SQL,MySQL;PostgreSQL,Elasticsearch;MySQL;PostgreSQL,AWS,AWS,,,NumPy;Pandas,NumPy;Pandas;Scikit-learn,,,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,macOS,macOS,Git,Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Notion,Notion,Microsoft Teams;Slack;Zoom,Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,90000.0
68412,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,I don’t code outside of work,"Professional degree (JD, MD, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos,,20,20,"Data scientist or machine learning specialist;Engineer, data;Developer, embedded applications or devices;Data or business analyst;Scientist;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Argentina,USD	United States dollar,12000.0,Monthly,HTML/CSS;Python;R,,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,,AWS;Oracle Cloud Infrastructure,,,,NumPy;Pandas;Scikit-learn,Keras;TensorFlow,,,IPython/Jupyter;Notepad++;PyCharm;RStudio;Visual Studio Code,,,Linux-based;Windows,Git,Command-line,,,ClickUp,,Microsoft Teams;Zoom,,Indifferent,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Yes,People manager,20.0,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Somewhat long,None of these,Yes,No,Yes,Appropriate in length,Easy,144000.0
68433,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc)",,,10,6,Data scientist or machine learning specialist,2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,78000.0,Yearly,Bash/Shell;C;Python;SQL,JavaScript;Python,MongoDB;PostgreSQL;SQLite,MongoDB;SQLite,AWS;Google Cloud;Oracle Cloud Infrastructure,,,,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Keras;NumPy;Pandas;Scikit-learn;Torch/PyTorch,Docker,Docker,IPython/Jupyter;PyCharm;Vim,IPython/Jupyter;PyCharm;Vim,Linux-based;macOS,Linux-based;macOS,Git;SVN,Code editor;Command-line,,,Trello,Trello,Rocketchat;Zoom,Rocketchat,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;Ethnoreligious group,Prefer not to say,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,6.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Never,Never,Never,30-60 minutes a day,15-30 minutes a day,Just right,None of these,Yes,No,Yes,Appropriate in length,Easy,78000.0
68562,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby;Contribute to open-source projects;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp","Technical documentation;Blogs;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses",,20,14,Data scientist or machine learning specialist;Educator;Academic researcher;Data or business analyst;Scientist,"1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,89000.0,Yearly,Bash/Shell;C++;Julia;Python;R;SQL,Bash/Shell;C++;Julia;Python;R;SQL,MariaDB;Microsoft SQL Server;SQLite,MariaDB;Microsoft SQL Server;SQLite,,,Flask,Flask,NumPy;Pandas;Tidyverse,Apache Spark;NumPy;Pandas;Tidyverse,Docker,Ansible;Docker,IPython/Jupyter;Neovim;RStudio;Visual Studio;Visual Studio Code,IPython/Jupyter;Neovim;RStudio;Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,89000.0
68611,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Codecademy,15,10,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end","10,000 or more employees",I have little or no influence,Ask developers I know/work with,United States of America,USD	United States dollar,480000.0,Yearly,C++;JavaScript;Python;SQL,Kotlin;Python;SQL,,,,,,,Capacitor;NumPy;Pandas,Capacitor;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,,Sublime Text,Sublime Text,Linux-based;macOS,macOS,Mercurial,Code editor;Command-line,,,Trello,Jira Work Management;Notion,Google Chat,Slack,Very unfavorable,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,People manager,10.0,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,480000.0
